symbol	P5482_SR_01	P5482_SR_02	P5482_SR_05	P5482_SR_06	P5482_SR_08	P5482_SR_09	P5482_SR_10	P5482_SR_11	P5482_SR_12	P5482_SR_13	P5482_SR_14	P5482_SR_15
Gm21122	0	0	0	0	0	17	0	0	1	0	1	0
Gm21123	8	4	17	0	5	6	10	2	4	2	5	0
Gm21127	0	0	0	0	0	0	0	0	0	0	0	0
Gm21129	0	0	0	0	0	0	0	0	0	0	0	0
Gm21135	0	0	0	0	0	0	0	0	0	0	0	0
Gm21136	0	0	0	0	0	0	0	0	0	1	0	0
Gm21139	0	0	0	0	0	0	0	0	0	0	0	0
Gm21142	0	0	0	0	0	0	0	0	0	0	0	1
Gm21147	0	0	0	0	0	0	0	0	0	0	0	0
Gm21149	0	0	0	0	0	0	0	0	0	0	0	0
Gm2115	0	1	1	0	0	1	3	3	5	1	0	1
Gm21151	0	0	0	0	0	0	0	0	0	0	0	0
Gm21152	0	1	0	0	0	0	0	0	0	0	0	0
Gm21154	0	0	0	0	0	0	1	0	0	0	0	0
Gm21155	0	0	0	0	0	0	0	0	0	0	0	0
Gm21156	0	0	0	0	0	0	0	0	0	0	0	0
Gm2116	0	0	0	0	0	14	0	0	0	0	0	0
Gm21160	0	0	0	0	0	0	0	0	0	0	0	0
Gm21162	0	0	0	0	0	0	0	0	0	0	0	0
Gm21163	0	0	0	0	0	0	0	0	0	0	0	0
Gm21168	1	0	1	0	1	4	0	0	0	1	0	0
Gm2117	0	0	0	0	0	0	0	0	0	0	0	0
Gm21170	0	0	0	0	0	0	0	0	0	0	0	0
Gm21171	0	0	0	0	0	0	0	0	0	0	0	0
Gm21173	0	0	0	0	0	0	0	0	0	0	0	0
Gm21178	40	67	24	29	24	59	49	43	37	90	59	67
Gm21180	0	0	0	0	0	0	0	0	0	0	0	0
Gm21181	0	0	0	0	0	0	0	0	0	0	0	0
Gm21182	12	4	18	31	15	10	7	1	11	20	21	33
Gm21184	0	0	0	0	0	0	0	0	0	0	0	0
Gm21188	1963	1601	3053	1323	2355	1520	1645	1342	2234	1938	1587	3109
Gm21190	0	0	0	0	0	0	0	0	0	0	0	0
Gm21191	0	0	0	0	0	0	0	0	0	0	0	0
Gm21198	0	0	0	0	0	0	0	0	0	0	0	0
Gm21201	0	0	0	0	0	0	0	0	0	0	0	0
Gm21209	0	0	0	0	0	0	0	0	0	0	0	0
Gm21221	0	4	0	0	0	0	0	0	0	0	2	1
Gm2123	0	0	0	0	0	0	0	0	0	0	0	0
Gm21232	0	0	0	0	0	0	0	0	0	0	0	0
Gm21241	0	0	0	0	0	0	0	0	0	0	0	0
Gm21242	0	0	0	0	0	0	0	0	0	0	0	0
Gm21244	0	0	0	0	0	0	0	0	0	0	0	0
Gm21245	0	0	0	0	0	0	0	0	0	0	0	0
Gm21247	0	0	0	0	0	0	0	0	0	0	0	0
Gm21248	0	0	0	0	0	0	0	0	0	0	0	0
Gm21249	0	0	0	0	0	0	0	0	0	0	0	0
Gm21256	0	0	0	0	0	0	0	0	0	0	0	0
Gm21257	0	0	0	0	0	0	0	0	0	0	0	0
Gm21258	0	0	0	0	0	0	0	0	0	0	0	0
Gm21268	0	0	0	0	0	0	0	0	0	0	0	0
Gm21269	0	0	0	0	0	1	2	0	2	2	0	1
Gm21271	0	0	0	0	0	0	0	0	0	0	0	0
Gm21275	0	0	0	0	0	0	0	0	0	0	0	0
Gm21276	0	0	0	0	0	0	0	0	0	0	0	0
Gm2128	0	0	0	0	0	0	0	0	0	0	0	1
Gm21281	0	0	0	0	0	0	0	0	0	0	0	0
Gm21282	0	0	0	0	0	0	0	0	0	0	0	0
Gm21284	6	15	20	21	22	8	23	5	9	11	14	3
Gm21285	0	0	0	0	0	0	0	0	0	0	0	0
Gm21286	0	0	0	0	0	0	0	0	0	0	0	0
Gm21287	0	0	0	0	0	0	0	0	0	0	0	0
Gm21292	0	0	0	0	0	0	0	0	0	0	0	0
Gm21293	0	0	0	0	0	0	0	0	0	0	0	0
Gm21294	0	0	0	0	0	0	0	0	0	0	0	0
Gm21297	0	0	0	0	0	0	0	0	0	0	0	0
Gm21301	0	0	0	0	0	0	0	0	0	0	0	0
Gm21302	0	0	0	0	0	0	0	0	0	0	0	0
Gm21304	0	0	0	0	0	0	0	0	0	0	0	0
Gm21308	0	0	0	0	0	0	0	0	0	0	0	0
Gm21310	0	0	0	0	0	0	0	0	0	0	0	0
Gm21312	0	0	0	0	0	0	0	0	0	0	0	0
Gm21316	0	0	0	0	0	0	0	0	0	0	0	0
Gm21317	0	0	0	0	0	0	0	0	0	0	0	0
Gm21319	0	0	0	0	0	0	0	0	0	0	0	0
Gm21321	0	0	0	0	0	0	0	0	0	1	0	0
Gm21330	0	0	0	0	0	0	0	0	0	0	0	0
Gm21333	0	0	0	0	0	0	0	0	0	0	0	0
Gm21340	0	0	0	0	0	0	0	0	0	0	0	0
Gm21344	0	0	0	0	0	0	0	0	0	0	0	0
Gm21350	0	0	0	0	0	0	0	0	0	0	0	0
Gm21358	0	0	0	14	6	0	2	0	7	0	4	0
Gm2136	0	0	0	0	0	0	2	0	0	0	0	1
Gm21362	0	0	0	0	0	0	0	0	0	0	0	0
Gm21366	0	0	0	0	0	0	0	0	0	0	0	0
Gm21370	25	58	172	45	109	76	61	36	100	70	80	132
Gm21378	24	41	41	38	25	41	29	28	28	63	41	59
Gm21379	0	0	0	0	0	0	0	0	0	0	0	0
Gm21380	0	0	0	0	0	0	0	0	0	0	0	0
Gm21387	0	0	0	0	0	0	0	0	0	0	0	0
Gm21388	0	0	0	0	0	11	0	0	1	0	0	1
Gm2139	0	0	0	0	0	0	0	0	0	1	0	1
Gm21392	0	0	0	0	0	0	0	0	3	0	2	0
Gm21394	0	0	0	0	0	0	0	0	0	0	0	0
Gm21396	0	0	0	0	0	0	0	0	0	0	0	0
Gm21399	894	725	583	491	581	925	701	628	938	1738	913	2527
Gm2140	0	0	0	0	0	0	0	0	0	0	3	1
Gm21405	0	0	0	0	0	0	0	0	0	0	0	0
Gm21409	0	0	0	0	0	0	0	0	0	0	0	0
Gm2141	0	0	0	0	0	0	0	0	0	1	0	0
Gm21411	0	0	0	0	2	8	1	0	5	0	2	0
Gm21412	0	0	0	0	0	0	0	0	0	0	0	0
Gm21413	0	0	0	0	0	0	0	0	0	0	0	0
Gm21419	0	0	0	0	0	0	0	0	0	0	0	0
Gm2142	0	0	0	0	0	0	0	0	0	0	0	0
Gm21425	0	0	0	0	0	0	0	0	0	0	0	0
Gm21427	0	0	0	0	0	0	0	0	0	0	0	0
Gm21428	0	0	0	0	0	0	0	0	0	0	0	0
Gm21430	0	0	0	0	0	0	0	0	0	0	0	0
Gm21435	0	0	0	0	0	0	0	0	0	0	0	0
Gm21440	0	0	0	0	0	0	0	0	0	0	0	0
Gm21443	0	0	0	0	0	0	0	0	0	0	0	0
Gm21450	0	0	0	0	0	0	0	0	0	0	0	0
Gm21451	0	0	0	0	2	0	0	0	0	0	0	0
Gm21454	0	0	0	0	0	0	0	0	0	0	0	0
Gm21461	0	0	0	0	0	0	0	0	2	0	0	0
Gm21462	0	0	0	0	0	0	0	0	0	0	0	0
Gm21469	0	0	0	0	0	0	0	0	0	0	0	0
Gm2147	11	19	20	18	17	19	16	11	27	31	21	36
Gm21470	0	0	0	0	0	0	0	0	0	0	0	0
Gm21476	0	0	0	0	0	0	0	0	0	0	0	0
Gm21477	0	0	0	0	0	0	0	0	0	0	0	0
Gm21488	0	0	0	0	0	0	0	0	0	0	0	0
Gm21489	0	0	0	0	0	0	0	0	0	0	0	0
Gm21497	0	0	0	0	0	0	0	0	0	0	0	0
Gm2150	0	0	0	0	0	0	0	0	0	0	0	0
Gm21506	0	0	0	0	0	0	0	0	0	0	0	0
Gm21518	0	0	0	0	0	0	0	0	0	0	0	0
Gm21524	0	0	0	0	0	0	0	0	0	0	0	0
Gm21529	0	0	0	0	0	0	0	0	0	0	0	0
Gm21530	0	0	0	0	0	0	0	0	0	0	0	0
Gm21539	0	0	0	0	0	0	0	0	0	0	0	0
Gm21542	0	0	0	0	0	0	0	2	0	0	0	0
Gm2155	8	0	0	0	1	0	5	0	2	0	2	1
Gm21559	2	7	6	3	4	0	8	3	9	3	10	0
Gm21560	0	0	0	0	0	0	0	0	0	1	0	0
Gm21562	0	0	0	0	0	0	0	0	0	0	0	0
Gm21569	0	0	0	0	0	0	0	0	0	0	0	0
Gm2157	17	6	11	6	7	4	7	3	4	5	2	11
Gm21572	0	0	0	0	0	0	0	0	0	0	0	0
Gm21573	0	0	0	0	0	0	0	0	0	0	0	0
Gm21577	0	0	0	0	0	0	0	0	0	0	0	0
Gm21586	0	0	0	0	0	0	0	0	0	0	0	0
Gm21588	0	0	0	0	0	0	0	0	0	0	0	0
Gm21596	127	78	70	44	56	101	63	63	55	66	86	56
Gm21599	0	0	0	0	0	0	0	0	0	0	0	0
Gm21614	0	0	0	0	0	0	0	0	0	0	0	0
Gm21616	0	0	0	0	0	0	0	0	0	0	0	0
Gm21617	0	0	0	0	0	0	0	0	0	0	0	0
Gm21626	0	0	0	0	0	0	0	0	0	0	0	0
Gm21627	0	0	0	0	0	0	0	0	0	0	0	0
Gm2163	0	0	0	0	0	0	0	0	0	0	0	0
Gm21631	0	0	0	0	0	0	0	0	0	0	0	0
Gm21633	0	0	0	0	0	0	0	0	0	0	0	0
Gm21634	0	0	0	0	0	0	0	0	0	0	0	0
Gm21637	0	0	0	0	0	0	0	0	0	0	0	0
Gm21638	0	0	0	0	0	0	0	0	0	0	0	0
Gm2164	0	0	0	0	3	0	1	0	0	0	2	0
Gm21642	0	0	0	0	0	0	0	0	0	0	0	0
Gm21647	0	0	0	0	0	0	0	0	0	0	0	0
Gm2165	0	0	0	0	0	0	0	0	0	0	0	0
Gm21650	0	0	0	0	0	0	0	0	0	0	0	0
Gm21654	0	0	0	0	0	0	0	0	0	0	0	0
Gm21655	0	0	0	0	0	0	0	0	4	0	0	1
Gm21658	0	0	0	0	0	0	0	0	0	0	0	0
Gm21660	0	0	0	0	0	0	0	0	0	0	0	0
Gm21661	0	0	0	0	0	0	0	0	0	0	0	0
Gm21663	0	0	0	0	0	0	0	1	3	0	0	0
Gm21671	0	0	0	0	0	0	0	0	0	1	0	0
Gm21672	0	0	0	0	0	0	0	0	0	0	0	0
Gm21673	0	0	0	0	0	0	0	0	0	0	0	0
Gm21677	0	0	0	0	0	0	0	0	0	0	0	0
Gm21678	0	0	0	0	0	0	0	0	0	0	0	0
Gm21679	0	0	0	0	0	0	0	0	0	0	0	0
Gm21680	0	0	0	0	0	0	0	0	0	1	0	0
Gm21683	0	0	0	0	0	0	0	0	0	0	0	0
Gm21691	0	1	0	0	6	14	0	0	7	10	7	2
Gm21693	0	0	0	0	0	0	0	0	0	0	0	0
Gm21698	0	0	0	0	0	0	0	0	0	0	0	0
Gm21704	0	0	0	0	0	0	0	0	0	0	0	0
Gm21708	0	0	0	0	0	0	0	0	0	0	0	0
Gm21715	0	0	0	0	0	0	0	0	0	0	0	0
Gm21717	0	0	0	0	0	0	0	0	0	0	0	0
Gm21718	0	0	0	0	0	0	0	0	0	0	0	1
Gm21719	0	0	0	0	0	0	0	0	0	0	0	0
Gm21720	0	0	0	0	0	0	0	0	0	0	0	0
Gm21721	0	0	0	0	0	0	0	0	0	0	0	0
Gm21722	0	0	0	0	0	0	0	0	0	0	0	0
Gm21723	0	0	0	0	0	0	0	0	0	0	0	0
Gm21724	0	0	0	0	0	0	0	0	0	0	0	0
Gm21725	0	0	0	0	0	0	0	0	0	0	0	0
Gm21726	0	0	0	0	0	0	0	0	0	0	0	0
Gm21728	0	0	0	0	0	0	0	0	0	0	0	0
Gm21729	0	0	0	0	0	0	0	0	0	0	0	0
Gm21731	0	0	0	0	0	0	0	0	0	0	0	0
Gm21733	0	0	0	0	0	0	0	0	0	0	0	0
Gm21734	0	0	0	0	0	0	0	0	0	0	0	0
Gm21735	0	0	0	0	0	0	0	0	0	0	0	0
Gm21736	0	0	0	0	0	0	0	0	0	0	0	0
Gm21737	0	0	0	0	0	0	0	0	0	0	0	0
Gm21738	478	82	28	41	20	2467	332	361	546	1160	331	752
Gm21739	0	0	0	0	0	0	0	0	0	0	0	0
Gm2174	0	0	0	0	0	0	0	0	0	0	0	0
Gm21740	0	0	0	0	0	0	0	0	0	0	0	0
Gm21741	0	0	0	0	0	0	0	0	0	0	0	0
Gm21742	0	0	0	14	0	0	2	0	0	2	1	3
Gm21744	0	0	0	0	0	0	0	0	0	0	0	0
Gm21745	0	0	0	0	0	0	0	0	0	0	0	0
Gm21746	0	0	0	0	0	0	0	0	0	0	0	0
Gm21748	0	0	0	0	0	0	0	0	0	0	0	0
Gm21749	0	0	0	0	0	0	0	0	0	0	0	0
Gm21750	0	0	3	0	1	0	0	0	1	3	0	1
Gm21751	0	0	0	0	0	0	0	0	0	0	0	0
Gm21752	0	0	0	0	0	0	0	0	0	0	0	0
Gm21753	0	0	0	0	0	0	0	0	0	0	0	0
Gm21754	0	0	0	0	0	0	0	0	0	0	0	0
Gm21755	0	0	0	0	0	0	0	0	0	0	0	0
Gm21756	0	0	0	0	0	0	0	0	0	0	0	0
Gm21757	0	0	0	0	0	0	0	0	0	0	0	0
Gm21758	0	0	0	0	0	0	0	0	0	0	0	0
Gm21759	0	0	1	0	0	0	1	2	0	0	0	0
Gm2176	0	1	2	0	0	0	0	0	0	4	0	1
Gm21760	0	0	0	0	0	0	0	0	0	0	0	0
Gm21761	0	0	2	0	4	0	0	0	0	0	0	1
Gm21762	0	0	0	0	0	0	0	0	1	0	0	0
Gm21763	0	0	0	0	0	0	0	0	0	0	0	0
Gm21764	0	0	0	0	0	0	0	0	0	0	0	0
Gm21765	0	0	0	0	0	0	0	0	0	0	0	0
Gm21766	0	0	0	0	0	0	0	0	0	0	0	0
Gm21767	0	0	0	0	0	0	0	0	0	0	0	0
Gm21768	0	0	0	0	0	0	0	0	0	0	0	0
Gm21769	36	115	80	109	108	15	109	62	104	128	96	119
Gm21771	0	0	0	0	0	0	0	0	0	0	0	0
Gm21772	0	0	0	0	0	0	0	0	0	0	0	0
Gm21773	0	0	0	0	0	0	0	0	0	0	0	0
Gm21774	0	0	0	0	0	0	0	0	0	0	0	0
Gm21775	0	0	0	0	0	0	0	0	0	0	0	0
Gm21776	0	0	0	0	0	0	0	0	0	0	0	0
Gm21777	0	0	0	0	0	0	0	0	0	0	0	0
Gm21778	0	0	0	0	0	0	0	0	0	0	0	0
Gm21779	0	0	0	0	0	0	0	0	0	0	0	0
Gm2178	18	0	0	0	0	0	2	0	2	0	5	0
Gm21780	0	0	0	0	0	0	0	0	0	0	0	0
Gm21781	205	381	568	578	982	257	771	362	626	959	984	783
Gm21782	0	0	0	0	0	0	0	0	0	0	0	0
Gm21783	0	0	0	0	0	0	0	0	0	0	0	0
Gm21784	0	0	0	0	0	0	0	0	0	0	0	0
Gm21785	0	0	0	0	0	0	0	0	0	0	0	0
Gm21787	0	0	0	0	0	0	0	0	0	0	0	0
Gm21788	0	0	0	0	0	0	0	0	0	0	0	0
Gm21789	0	0	0	0	0	0	0	0	0	0	0	0
Gm21790	0	0	0	0	0	0	0	0	0	0	0	0
Gm21791	0	0	0	0	0	0	0	0	0	0	0	0
Gm21792	0	0	0	0	0	0	0	0	0	0	0	0
Gm21794	0	0	0	0	0	0	0	0	0	0	0	0
Gm21795	0	0	0	0	0	0	0	0	0	0	0	0
Gm21796	0	0	0	0	0	0	0	0	0	0	0	0
Gm21797	0	0	0	0	0	0	0	0	0	0	0	0
Gm21798	0	0	0	0	0	0	0	0	0	1	0	0
Gm21799	0	0	0	0	0	0	0	0	0	0	0	0
Gm21800	0	0	0	0	0	0	0	0	0	0	0	0
Gm21801	0	0	0	0	0	0	0	0	0	0	0	0
Gm21802	0	0	0	0	0	0	0	0	0	0	0	0
Gm21803	0	0	0	0	0	0	0	0	0	0	0	0
Gm21804	0	0	0	0	0	0	0	0	0	0	0	0
Gm21805	0	0	0	0	0	0	0	0	0	0	0	0
Gm21806	0	0	0	0	0	0	0	0	0	0	0	0
Gm21808	0	0	0	0	0	0	0	0	0	0	0	0
Gm21809	0	0	0	0	0	0	0	0	0	0	0	0
Gm21810	0	0	0	0	0	0	0	0	0	0	0	0
Gm21811	163	441	486	381	785	183	562	199	530	761	687	734
Gm21812	0	0	0	0	0	0	0	0	0	0	0	0
Gm21813	0	0	0	0	0	0	0	0	0	0	0	0
Gm21814	3	3	5	0	0	0	2	0	5	3	4	8
Gm21815	0	0	0	0	0	0	0	0	0	0	0	0
Gm21816	94	3	1	0	4	2	13	3	11	4	10	2
Gm21817	2	0	6	0	12	0	6	4	1	5	4	3
Gm21818	0	0	0	0	0	0	0	0	0	0	0	0
Gm21819	0	0	0	0	0	0	0	0	0	0	0	0
Gm2182	0	0	0	0	0	0	0	0	0	2	0	0
Gm21820	0	0	0	0	0	0	0	0	0	0	0	0
Gm21821	0	0	0	0	0	0	0	0	0	0	0	0
Gm21822	0	0	0	0	0	0	0	0	0	0	0	0
Gm21823	0	0	0	0	0	0	0	0	0	0	0	0
Gm21824	0	0	0	0	0	0	0	0	0	0	0	0
Gm21825	0	0	0	0	0	0	0	0	0	0	0	0
Gm21826	0	0	0	0	0	0	0	0	0	0	0	0
Gm21827	0	0	0	0	0	0	0	0	0	0	0	0
Gm21828	0	0	0	0	0	0	0	0	0	0	0	0
Gm21829	0	0	0	0	0	0	0	0	0	0	0	0
Gm21830	0	0	0	0	2	0	0	0	0	1	0	0
Gm21832	0	0	0	0	0	0	0	0	0	0	0	0
Gm21833	0	1	2	0	0	0	3	0	2	1	0	0
Gm21834	0	0	0	0	0	0	0	0	0	0	0	0
Gm21835	0	0	0	0	0	0	0	0	0	0	0	0
Gm21836	0	0	0	0	0	0	0	0	0	0	0	0
Gm21837	0	0	0	0	0	0	0	0	0	0	0	0
Gm21838	0	0	0	0	0	0	0	0	0	0	0	0
Gm21839	0	0	0	0	0	0	0	0	0	0	0	0
Gm21840	0	0	0	0	0	0	0	0	0	0	0	0
Gm21841	0	0	0	0	0	0	0	0	0	0	0	0
Gm21842	0	0	0	0	0	0	0	0	0	0	0	0
Gm21843	0	0	0	0	0	0	0	0	0	0	0	0
Gm21844	4	6	16	0	20	8	31	5	21	26	17	26
Gm21845	0	0	0	0	0	0	0	0	0	0	0	0
Gm21846	0	0	0	0	0	0	0	0	0	3	0	2
Gm21847	0	0	0	0	0	0	0	0	0	0	0	0
Gm21848	0	0	0	0	0	0	0	0	0	0	0	0
Gm21849	0	0	0	0	0	0	0	0	0	0	0	0
Gm21850	0	0	0	0	0	0	0	0	0	0	0	0
Gm21851	0	0	0	0	0	0	0	0	0	0	0	0
Gm21853	0	0	0	0	0	0	0	0	0	0	0	0
Gm21854	0	0	0	0	0	0	0	0	0	0	0	0
Gm21855	0	0	0	0	0	0	0	0	0	0	0	0
Gm21856	0	0	0	0	0	0	0	0	0	0	0	0
Gm21858	0	0	0	0	0	0	0	0	0	0	0	0
Gm21859	0	0	0	0	1	0	3	0	2	3	0	0
Gm21860	17	2	39	9	80	40	12	7	73	42	98	12
Gm21861	0	0	0	0	0	0	0	0	0	0	0	0
Gm21862	0	0	0	0	0	0	0	0	0	0	0	0
Gm21863	0	0	0	0	0	0	0	0	0	0	0	0
Gm21864	0	0	0	0	0	0	0	0	0	0	0	0
Gm21865	0	0	0	0	0	0	0	0	0	0	0	0
Gm21866	0	0	0	0	0	0	0	0	0	0	0	0
Gm21867	0	0	0	0	0	0	0	0	0	0	0	0
Gm21868	0	0	0	0	0	0	0	0	0	0	0	0
Gm21869	0	0	0	0	0	0	0	0	0	0	0	0
Gm21870	0	0	0	0	0	0	0	0	0	1	0	0
Gm21871	0	0	0	0	0	0	0	0	0	0	0	0
Gm21872	0	0	0	0	0	0	0	0	0	0	0	0
Gm21873	0	0	0	0	0	0	0	0	0	0	0	0
Gm21874	0	0	0	0	0	0	0	0	0	0	0	0
Gm21875	0	0	0	0	0	0	0	0	0	0	0	0
Gm21876	0	0	0	0	0	0	0	0	0	0	0	0
Gm21877	0	0	0	0	0	0	0	0	0	0	0	0
Gm21878	0	0	0	0	0	0	0	0	0	0	0	0
Gm21879	0	0	0	0	0	0	0	0	0	0	0	0
Gm21880	0	0	0	0	0	0	0	0	0	0	0	0
Gm21881	0	0	0	0	0	0	0	0	0	0	0	0
Gm21882	0	0	0	0	0	0	0	0	0	0	0	0
Gm21883	0	0	0	0	0	0	0	0	0	0	0	0
Gm21885	33	5	21	68	29	29	8	8	36	13	20	18
Gm21886	0	0	2	0	0	0	0	0	0	0	0	0
Gm21889	0	0	0	0	0	0	0	0	0	0	0	0
Gm2189	0	0	0	0	0	0	0	0	1	0	0	0
Gm21890	0	0	0	0	0	0	0	0	0	0	0	0
Gm21891	0	0	0	0	0	0	0	0	0	0	0	0
Gm21892	0	0	0	0	0	0	0	0	0	0	0	0
Gm21893	0	0	0	0	0	0	0	0	0	0	0	1
Gm21894	0	0	0	0	0	0	0	0	0	0	0	0
Gm21895	0	0	0	0	0	0	0	0	0	0	0	0
Gm21896	0	0	0	0	0	0	0	0	0	0	0	0
Gm21897	0	0	1	0	3	0	0	0	2	0	1	0
Gm21898	0	0	0	0	0	0	0	0	0	0	0	0
Gm21899	0	0	0	0	0	0	0	0	0	0	0	0
Gm21900	0	0	0	0	0	0	0	0	0	0	0	0
Gm21901	0	0	0	0	0	0	0	0	0	0	0	0
Gm21902	0	0	0	0	0	0	0	0	0	0	0	0
Gm21903	0	0	0	0	0	0	0	0	0	0	0	0
Gm21904	0	0	0	0	0	0	0	0	0	0	0	0
Gm21905	0	0	0	0	0	0	3	0	0	0	0	0
Gm21906	0	0	0	0	0	0	0	0	0	0	0	0
Gm21907	0	0	0	0	0	0	0	0	0	0	0	0
Gm21908	0	0	0	0	0	0	0	0	0	0	0	0
Gm21909	0	0	0	0	0	0	0	0	0	0	0	0
Gm21910	0	0	0	0	0	0	0	0	0	0	0	0
Gm21912	0	0	0	0	0	0	0	0	0	0	0	0
Gm21913	0	0	0	0	0	0	0	0	0	0	0	0
Gm21914	0	0	0	0	0	0	0	0	0	0	0	0
Gm21915	0	4	0	0	0	0	0	0	0	0	0	0
Gm21916	0	0	0	0	0	0	0	0	0	0	0	0
Gm21917	0	0	0	0	1	0	0	0	0	1	0	0
Gm21918	0	0	0	0	0	0	0	0	0	0	0	0
Gm21919	0	0	0	0	0	0	0	0	0	0	0	0
Gm21920	0	0	0	0	0	0	0	0	0	0	0	0
Gm21921	0	0	0	0	0	0	0	0	0	0	0	0
Gm21922	0	0	0	0	0	0	0	0	0	0	0	0
Gm21923	0	0	0	0	0	0	0	0	0	0	0	0
Gm21924	0	0	0	0	0	0	0	0	0	0	0	0
Gm21926	690	925	890	541	1209	572	1119	693	918	1401	1320	1384
Gm21930	0	0	0	0	0	0	0	0	0	0	0	1
Gm21936	0	0	0	0	0	0	0	0	0	0	0	0
Gm21937	0	0	0	0	0	0	0	0	0	0	0	0
Gm21939	0	0	1	0	0	11	0	0	0	0	0	0
Gm21940	0	0	0	0	0	1	0	0	0	1	5	0
Gm21941	0	0	0	0	0	0	0	0	0	0	0	0
Gm21943	0	0	0	0	0	0	0	0	0	0	0	0
Gm21953	0	0	0	0	0	0	0	0	0	0	0	0
Gm21954	0	0	0	0	0	0	0	0	0	0	0	0
Gm21955	0	0	0	0	0	0	0	0	0	0	0	0
Gm21956	0	0	0	0	0	0	0	0	0	2	0	0
Gm21957	0	0	0	0	0	0	0	0	0	0	0	0
Gm21958	0	0	0	0	0	0	0	0	0	0	0	0
Gm21959	0	0	0	0	0	0	0	0	0	0	0	1
Gm21960	7	22	17	0	21	12	22	7	2	12	18	9
Gm21961	0	0	0	0	0	0	0	0	0	0	0	0
Gm21962	0	0	0	0	1	1	0	0	0	0	0	0
Gm21963	4	0	1	0	1	0	5	0	3	0	0	0
Gm21965	0	0	0	0	0	0	0	0	0	0	0	0
Gm21969	0	2	0	0	0	0	0	0	0	0	0	2
Gm21970	0	0	0	0	0	0	0	0	0	0	0	0
Gm21971	0	0	0	0	0	0	0	0	0	0	0	0
Gm21972	0	0	0	0	0	0	0	0	0	0	0	0
Gm21973	0	0	0	0	0	0	0	0	0	0	0	0
Gm21974	0	0	0	0	0	0	0	0	0	1	0	1
Gm21976	0	0	0	0	1	0	0	0	0	0	0	1
Gm21977	0	0	0	0	0	0	0	0	0	0	0	0
Gm21978	0	0	0	0	0	0	0	0	0	0	0	0
Gm21979	0	0	0	0	0	0	0	0	1	0	0	0
Gm21980	0	0	0	0	0	0	0	0	0	0	0	0
Gm21981	0	0	0	0	4	0	2	0	0	3	4	8
Gm21982	0	2	1	0	1	0	0	0	0	3	7	0
Gm21983	0	0	0	0	0	0	1	0	0	0	0	0
Gm21984	12	23	3	18	15	1	16	16	19	24	34	7
Gm21985	0	2	0	0	1	0	0	0	0	1	0	0
Gm21986	16	12	14	7	39	26	13	21	19	42	30	25
Gm21987	0	0	0	0	0	0	0	0	0	0	0	3
Gm21988	19	23	35	0	29	0	18	25	56	50	34	36
Gm21989	0	0	0	0	0	0	0	0	0	0	0	0
Gm2199	24	22	21	25	6	32	27	18	18	33	35	38
Gm21990	0	0	0	0	0	0	0	0	0	0	0	0
Gm21991	0	0	0	0	0	0	0	0	0	0	0	0
Gm21992	29	58	56	79	106	19	74	49	73	118	90	106
Gm21994	3	3	2	1	5	0	2	3	4	4	2	1
Gm21996	0	0	0	0	0	0	0	0	0	0	0	0
Gm21998	0	0	0	0	0	0	0	0	0	2	0	0
Gm21999	0	0	1	0	0	0	0	0	0	1	0	4
Gm2200	0	0	0	0	0	0	0	0	1	0	0	0
Gm22000	0	0	0	0	4	0	1	0	0	0	2	0
Gm22002	0	0	0	0	0	0	0	0	0	0	1	0
Gm22003	0	0	0	0	0	0	0	0	0	0	0	0
Gm22004	0	0	0	0	0	0	1	0	0	0	0	0
Gm22005	4	3	2	0	2	0	5	10	5	6	5	9
Gm22006	0	0	0	0	0	0	0	0	0	0	0	0
Gm22008	0	0	0	0	0	0	0	0	0	0	0	0
Gm22009	270	2	14	8	34	67	23	20	30	121	31	60
Gm22010	0	0	0	0	0	0	0	0	0	0	0	0
Gm22011	0	0	0	0	0	0	0	0	0	0	0	0
Gm22013	0	0	0	0	0	0	0	0	0	0	0	0
Gm22014	0	0	0	0	0	0	0	0	0	0	0	0
Gm22015	0	0	0	0	0	0	0	0	0	0	0	0
Gm22016	0	0	0	0	0	0	0	0	0	0	0	1
Gm22018	0	1	0	0	0	0	1	0	0	0	2	1
Gm22019	0	0	0	0	0	0	0	0	0	2	0	0
Gm22020	0	0	0	0	0	0	0	0	0	0	0	0
Gm22021	0	0	0	0	0	0	0	0	0	0	0	0
Gm22022	0	0	0	0	0	0	0	0	2	0	0	0
Gm22023	0	0	0	0	0	0	0	0	0	0	4	0
Gm22024	1	0	0	0	0	0	0	0	1	0	0	0
Gm22025	0	0	0	0	0	0	0	0	0	0	0	0
Gm22026	0	0	0	0	0	0	0	0	0	0	0	0
Gm22027	3	2	11	0	6	0	8	2	16	9	11	10
Gm22029	0	0	0	0	0	0	0	0	0	0	0	0
Gm2203	0	0	0	0	0	0	0	0	0	0	0	0
Gm22030	0	0	0	0	0	0	0	0	0	0	0	0
Gm22031	0	0	0	0	0	0	0	0	0	0	0	0
Gm22032	0	0	0	0	0	0	0	0	0	0	0	0
Gm22033	0	0	0	0	0	0	0	0	0	0	0	0
Gm22034	0	0	0	0	0	0	0	0	0	0	0	0
Gm22035	0	0	0	0	0	0	0	0	0	0	0	2
Gm22036	0	2	0	0	0	0	0	0	0	1	0	0
Gm22037	0	0	0	0	0	0	0	0	0	0	0	0
Gm22038	1	0	0	0	0	0	0	0	4	0	0	0
